SCHL,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,MAR,NATIVITY,DRIVESP,HICOV,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,DIS,CIT,ENG,LANX,FER,poverty_status
16,6,,0,,,,51,2,5,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,1,40,175000,1,7071,0120,55,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
18,6,,0,1,7071,4920,69,2,1,1,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
16,1,40,50000,1,8290,4000,66,1,1,2,2,1,1,2,2,1,1,2,2,2,2,4,3,1,,0
22,6,,0,,,,50,2,1,2,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
23,6,,0,,,,94,2,1,3,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
16,6,,0,1,5791,9620,50,2,2,3,1,,1,2,2,2,1,2,2,2,2,1,,2,2,1
21,2,45,30000,1,0770,0850,30,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
,,,,,,,2,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
16,1,37,23100,1,5392,5240,23,2,8,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,0
19,6,,0,,,,62,1,1,3,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,1,40,80000,4,9480,0705,33,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,28000,1,7580,5140,23,2,1,5,2,2,1,1,2,2,2,2,2,2,2,5,1,1,2,0
05,,,,,,,8,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,3,9370,0440,60,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,,1
22,6,,0,1,8470,5740,63,2,2,1,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
08,,,,,,,11,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,71,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
02,,,,,,,6,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,38,45000,1,4170,7010,49,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,1,40,55000,1,7580,0630,24,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,40,32600,1,5392,8740,39,1,6,1,2,1,1,1,2,2,2,2,2,2,2,5,2,1,,0
21,6,,0,,,,79,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
20,1,24,72000,1,4681,0800,69,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,40,0,6,8770,4710,63,1,1,1,1,,1,2,2,2,1,1,2,2,2,1,,2,,0
01,1,40,0,6,8680,4760,26,2,9,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,2,0
24,1,80,50000,1,7380,1005,48,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
16,1,24,30000,2,8191,3603,61,1,9,1,2,3,1,1,2,2,2,2,2,2,2,4,1,1,,0
23,1,40,145000,6,7970,3090,53,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,2,50,0,6,6570,2905,45,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,20,10500,3,7860,2545,19,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,55,38000,7,3580,8740,40,1,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,30,0,6,7071,4920,53,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,2,30,24500,1,4971,4720,50,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,2,0
21,6,,0,1,0490,1520,59,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,30000,1,5071,4700,22,2,8,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
18,1,40,90000,1,6871,0020,38,1,9,3,1,2,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,1,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
19,6,,0,,,,77,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,1,40,89000,1,6680,1530,47,1,8,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,80000,1,7380,1032,29,2,1,5,2,,1,1,2,2,2,2,2,2,2,5,,2,2,0
15,1,60,20000,7,5791,4700,30,1,8,5,1,5,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,1,24,28100,4,9480,3602,65,1,6,5,2,,1,2,2,1,1,2,2,2,2,5,1,1,,0
21,6,,0,,,,77,2,1,1,1,,1,1,1,1,2,2,2,2,2,1,,2,,0
12,6,,0,,,,89,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
10,,,,,,,14,2,6,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
21,1,40,55000,1,7290,1021,23,2,6,5,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
21,6,,0,,,,73,1,2,1,1,,1,2,2,1,2,2,1,2,2,1,,2,,0
19,6,,0,,,,52,1,6,1,2,,1,1,2,1,1,2,2,2,1,4,1,1,,0
08,,,,,,,11,1,9,5,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
21,1,40,109000,1,7390,0710,30,1,6,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
20,6,,0,,,,74,2,6,1,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
01,,,,,,,3,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
22,1,40,120000,3,9370,0800,43,2,7,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
21,6,,0,,,,78,1,6,1,2,,1,2,2,1,2,2,2,2,2,4,3,1,,0
22,1,32,80000,3,6770,2435,62,2,6,3,2,,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,1,40,150000,1,7380,0735,41,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
21,1,40,35000,1,0770,6230,41,1,8,1,2,1,2,2,2,2,2,2,2,2,2,5,3,1,,0
21,1,40,48000,1,3990,8990,49,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
13,6,,0,,,,16,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,100000,1,3970,1005,26,1,6,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,48,80000,3,9470,3870,30,2,9,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,6,,0,,,,19,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
19,1,80,150000,7,7690,8610,67,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,8,800,4,7870,2555,21,2,6,5,1,,1,2,2,2,1,2,2,2,1,1,,2,2,1
19,1,32,40000,1,7890,2360,58,1,8,1,2,1,1,1,2,2,2,2,2,2,2,5,2,1,,0
01,,,,,,,3,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
06,,,,,,,9,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,66,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
20,1,33,74000,1,7071,4760,28,2,6,5,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,0
07,,,,,,,10,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,65,2,6,1,1,,1,1,2,1,2,2,2,2,1,3,1,1,,0
21,6,,0,,,,63,1,6,1,2,,1,2,2,1,1,1,1,2,1,4,1,1,,0
20,6,,0,1,3970,0052,74,1,1,1,2,,1,2,2,1,2,2,2,2,2,4,,2,,0
21,1,40,125000,1,7390,0710,56,1,1,3,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
01,,,,,,,3,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
18,1,50,105000,1,7071,0440,53,2,6,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,51,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,,0
10,,,,,,,12,2,6,5,2,,1,2,2,2,1,2,2,2,2,5,1,1,,0
15,6,,0,1,1990,9640,22,1,8,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
04,,,,,,,7,1,1,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
19,6,20,500,4,7870,4640,21,2,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,1
20,6,,0,,,,71,1,9,1,1,,1,2,2,1,2,2,1,2,2,1,1,1,,0
21,6,,0,,,,75,1,9,5,1,,1,2,2,1,2,2,1,2,2,1,,2,,0
19,6,,0,,,,75,2,6,1,2,,1,2,2,1,2,2,2,2,1,4,1,1,,0
22,2,40,60000,7,6992,0850,68,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
16,6,,0,,,,50,2,8,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
16,1,40,10000,1,6390,9600,24,1,9,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,,0
09,,,,,,,12,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
09,6,,0,,,,75,2,6,1,2,,1,2,2,1,1,2,2,2,2,5,4,1,,0
01,6,,0,,,,70,1,1,5,1,,1,2,2,1,2,2,2,2,1,1,,2,,1
01,,,,,,,4,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
16,3,,0,1,8680,4110,30,1,8,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,1
01,,,,,,,5,1,1,5,1,,1,1,2,2,1,2,2,2,2,1,,2,,0
16,1,40,100000,3,7860,2545,47,1,9,5,2,2,1,1,2,2,2,2,2,2,2,4,1,1,,0
16,6,,0,3,7860,7000,65,1,8,1,2,,1,2,2,1,2,2,2,2,2,4,3,1,,0
16,1,40,50000,2,8191,5000,64,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
02,,,,,,,3,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
12,,,,,,,14,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,15,1200,1,7280,0940,38,2,6,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
16,1,35,30000,1,5392,9645,19,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,28,1,1,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
21,1,36,55000,3,7860,3255,41,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,,2,2,0
15,6,,0,,,,90,2,1,2,1,,1,2,2,1,2,2,2,2,1,1,4,1,,0
21,1,50,300000,1,6991,4810,64,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,49000,1,8660,0120,50,1,6,1,2,1,2,2,2,2,2,2,2,2,2,4,1,1,,0
01,1,40,0,6,7370,2632,41,1,8,5,2,2,1,2,2,2,1,2,2,2,2,4,1,1,,1
01,6,,0,,,,81,2,6,1,2,,1,1,2,1,2,2,2,2,1,5,,2,,0
16,1,20,9600,8,8470,4600,49,2,8,4,2,,2,2,2,2,2,2,2,2,1,5,3,1,2,1
16,6,,0,,,,75,2,1,1,2,,1,2,2,1,2,2,2,2,2,4,,2,,0
23,1,60,188000,1,7290,1305,69,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
18,1,55,90000,3,9470,3870,34,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,2,0
02,,,,,,,3,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
19,6,,0,,,,71,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,72,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
10,,,,,,,13,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
16,1,40,20000,1,8680,4720,54,2,1,1,2,1,1,1,1,2,1,2,2,2,2,4,,2,,0
15,2,30,20000,1,0770,6260,40,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,50,250000,1,6871,0120,42,2,1,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
21,1,20,6200,2,8090,3645,22,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,1
16,1,40,42000,1,0770,6355,23,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
16,1,40,0,6,8470,4600,31,2,9,3,2,,2,2,2,2,2,2,2,2,2,4,1,1,2,0
20,1,40,40000,3,8370,5250,69,2,6,1,2,,1,2,2,1,2,2,2,2,1,4,2,1,,0
01,,,,,,,3,1,6,5,1,,1,2,1,2,2,2,2,2,2,1,,,,1
13,1,40,22000,1,8680,4110,16,1,6,5,2,1,1,2,2,2,1,2,2,2,2,5,1,1,,0
20,1,40,30000,3,9570,6010,61,2,3,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,35,26200,1,8680,4055,23,2,1,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,0
18,1,40,65000,1,6890,0910,48,2,9,1,2,,1,1,2,2,2,2,2,2,2,4,,2,2,0
21,6,,0,,,,77,2,6,1,2,,1,1,2,1,2,2,2,2,2,4,1,1,,0
18,6,,0,,,,59,1,2,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,,,,79,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
24,6,6,6000,2,7870,2205,67,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
07,,,,,,,11,1,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
20,6,,0,3,8370,0710,69,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
14,6,,0,,,,17,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
21,1,40,220000,1,8680,0020,58,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
24,1,45,200000,4,7870,2205,47,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,,0,2,8191,2014,75,2,1,3,1,,1,2,2,1,1,2,2,2,2,1,,2,,0
21,1,20,28000,7,7390,0710,34,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
21,1,41,140000,2,8191,3160,59,2,6,1,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
23,1,20,50000,2,7870,2205,24,1,6,5,2,1,1,2,1,2,2,2,2,2,2,5,,2,,0
09,1,40,15000,1,7770,4251,43,1,8,1,2,1,1,2,2,2,1,2,2,2,2,5,4,1,,1
24,6,,0,,,,79,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
16,1,82,14600,1,0590,0565,64,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,25,5000,1,9290,4600,49,2,1,1,2,1,1,2,2,2,1,2,2,2,2,4,1,1,2,1
19,1,40,126000,1,2590,8750,38,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
09,6,,0,,,,70,2,9,1,2,,1,2,1,1,1,2,2,2,2,4,3,1,,0
16,1,15,12000,7,5181,4760,20,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,3,1,2,0
08,,,,,,,11,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
18,2,40,31000,1,0770,6230,31,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
11,,,,,,,14,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
13,6,15,1200,3,8570,2360,16,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,1,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
20,1,40,74000,2,8191,1530,58,1,2,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,45,102000,7,6991,4710,59,2,9,3,1,1,1,2,1,2,2,2,2,2,2,1,1,1,,0
18,6,,0,2,8680,4720,20,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,6,,0,1,6871,0020,62,2,9,2,1,,1,2,1,2,2,2,2,2,2,3,,2,,0
19,2,40,0,6,8990,4521,51,2,6,5,2,,1,2,1,2,2,2,2,2,2,4,2,1,,0
16,1,40,45300,1,3570,7750,25,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,,0,,,,77,2,1,5,1,,1,2,2,1,1,2,2,2,1,1,1,1,,1
16,1,20,6500,2,0170,4251,34,1,1,5,1,2,1,2,2,2,1,2,2,2,1,1,,2,,1
21,1,50,4000,1,6190,9142,51,1,9,1,2,1,2,2,2,2,2,2,2,2,2,5,3,1,,0
09,,,,,,,12,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
20,1,40,122000,1,3490,2640,60,1,9,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
17,6,,0,6,8170,3601,58,2,1,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
16,1,50,42000,1,7770,4251,23,1,8,1,2,1,1,2,2,2,1,2,2,2,2,5,3,1,,0
05,,,,,,,7,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
09,1,40,24000,1,1691,9640,54,2,8,1,2,1,2,2,2,2,2,2,2,2,2,5,4,1,,0
21,1,40,67000,1,6890,0810,28,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
18,1,10,600,2,7860,3940,42,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,,2,2,1
06,1,40,28000,1,0170,6050,38,1,8,3,2,4,1,2,2,2,1,2,2,2,1,5,4,1,,0
18,6,8,3000,1,8191,3323,67,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
17,1,40,0,6,7370,2632,33,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
21,1,40,110000,7,7780,5860,42,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
18,6,46,23700,1,0170,5630,21,2,9,5,1,,2,2,2,2,2,2,2,2,2,1,1,1,2,0
19,1,45,82000,2,8680,9005,47,1,3,3,2,1,1,1,2,2,2,2,2,2,2,4,2,1,,0
21,1,40,51000,1,4971,4700,57,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
11,6,,0,,,,88,2,1,1,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
15,6,,0,,,,49,1,3,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
22,1,40,170000,1,7570,1021,49,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,,2,,0
21,1,40,107000,1,8191,1021,25,2,6,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
01,,,,,,,3,2,1,5,1,,2,2,2,2,2,2,2,2,2,1,,,,0
04,,,,,,,7,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
16,6,,0,,,,53,1,1,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,0
19,1,36,30000,1,7480,3648,23,2,1,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
18,1,46,49400,1,3580,0440,35,1,9,1,1,,1,2,1,2,2,2,2,2,2,1,2,1,,0
21,6,,0,,,,22,1,6,5,2,,1,1,2,2,2,2,2,2,2,5,,2,,1
21,1,40,49600,3,7860,2002,63,2,1,3,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
21,1,45,72000,1,4270,4850,67,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,,2,,0
12,6,,0,,,,30,2,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,2,1
,,,,,,,2,1,3,5,1,,1,1,2,2,1,2,2,2,2,1,,,,0
,,,,,,,2,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
14,6,,0,,,,17,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,1
20,1,40,32000,1,5791,4760,64,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
11,6,,0,,,,80,2,3,2,2,,1,2,2,1,1,2,2,2,2,4,3,1,,0
20,1,25,18000,1,8680,4055,21,2,8,5,1,1,1,1,1,2,2,1,2,2,2,1,,2,2,0
21,1,40,120000,1,6970,5400,28,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
13,6,,0,,,,76,1,6,1,2,,1,2,1,1,2,2,2,2,2,4,3,1,,0
13,,,0,,,,15,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,3,20,9000,3,9370,5860,70,2,1,5,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,45,37000,1,4681,4750,63,1,8,1,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
21,1,40,30000,1,8180,5740,76,2,6,1,2,1,1,1,1,1,2,2,2,2,2,4,1,1,,0
19,1,26,4000,2,7390,0020,52,1,1,1,2,1,1,2,2,2,1,2,2,2,2,5,1,1,,1
14,1,40,0,6,6991,4810,54,2,9,1,1,1,1,2,2,2,1,2,2,2,2,1,,2,,0
16,1,30,0,6,7790,0440,40,1,9,1,2,1,1,2,2,2,1,2,2,2,2,5,2,1,,0
16,1,40,18800,1,6390,9620,23,1,7,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,,0
16,1,40,45000,1,0770,6260,50,1,8,2,2,1,2,2,2,2,2,2,2,2,2,5,2,1,,0
08,,,,,,,11,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
12,1,50,110000,1,8770,7150,55,1,9,5,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
19,1,32,19000,1,7680,3930,24,1,8,5,1,1,2,2,2,2,2,2,2,2,2,1,1,1,,0
21,1,8,43700,6,7390,0010,70,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,20,6500,2,0170,4251,33,1,1,5,1,1,1,2,2,2,1,2,2,2,1,1,,2,,1
07,,,,,,,11,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
11,,,,,,,14,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
06,,,,,,,10,2,8,5,2,,2,2,2,2,2,2,2,2,2,5,2,1,,0
19,6,,0,,,,42,2,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,1
16,1,28,15000,1,6380,9620,22,1,9,5,2,1,1,2,2,2,1,2,2,2,2,4,1,1,,0
14,1,5,3000,1,9290,4230,49,2,8,3,2,1,1,2,2,2,1,2,2,2,1,4,1,1,2,1
18,6,,0,,,,67,2,1,3,1,,1,2,2,1,2,2,2,2,2,1,,2,,1
,,,,,,,0,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
03,,,,,,,6,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
16,6,,0,,,,94,2,1,2,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
16,6,,0,,,,89,1,1,2,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
18,3,,0,1,4170,7330,70,1,1,3,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
21,1,32,19500,3,7860,2310,66,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,,2,,0
18,1,30,23000,1,7270,5400,24,2,1,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,0
04,,,,,,,7,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
12,,,0,,,,15,1,1,5,1,,1,1,2,2,1,2,2,2,2,1,,2,,0
21,6,,0,,,,61,1,1,1,2,,1,1,2,2,2,2,2,2,2,4,,2,,0
21,6,,0,,,,74,2,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
19,6,,0,,,,94,2,6,2,2,,1,1,2,1,1,2,2,2,1,4,1,1,,1
22,1,40,120000,1,3390,1530,50,1,6,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,,0
21,1,45,128000,1,8590,0020,53,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,221000,2,9190,0010,62,2,1,3,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,60,100000,3,9470,3740,30,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
08,,,,,,,11,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,29,2,1,1,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
01,1,70,48700,1,0170,6050,32,1,9,1,2,,1,2,1,2,1,2,2,2,2,5,,2,,0
23,1,40,51000,2,8370,5740,48,2,8,1,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,1,40,210000,1,2190,0010,56,1,1,1,1,4,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,28,18000,3,7860,2320,41,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,4,45,100000,5,9770,0700,38,2,9,1,1,1,1,2,2,2,2,1,2,2,2,1,,2,2,0
21,1,40,125000,4,9470,3870,38,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,,,,71,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
21,1,40,144000,3,7870,1065,40,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,61000,1,8590,0335,26,2,1,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
21,1,32,150000,1,7071,0410,37,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,30,0,6,7770,4251,53,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,3,,0,1,6970,0137,33,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,2,1,2,0
19,1,40,72000,5,6370,1551,67,1,6,3,2,1,1,1,2,1,2,1,1,2,2,4,1,1,,0
16,1,40,26000,1,7590,5240,38,2,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
22,2,15,0,6,6570,2920,36,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,,2,1,0
12,6,,0,,,,42,2,8,1,2,,1,1,2,2,2,2,2,2,2,5,3,1,2,0
20,1,20,6000,1,7072,0410,40,1,1,1,2,,1,2,2,2,1,2,2,2,2,5,1,1,,0
20,1,4,13000,1,8370,5260,24,2,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,6,,0,1,8191,3401,28,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,1
22,1,25,30000,2,9160,2752,38,1,6,1,2,,1,2,1,2,2,2,2,2,2,5,,2,,0
22,1,50,13000,3,7860,0230,41,2,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,1
05,,,,,,,8,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,1
21,6,,0,3,7860,2310,69,2,1,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
22,1,40,200000,1,5392,1021,30,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
16,6,,0,,,,36,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
16,1,50,40000,1,7590,8740,59,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
09,,,,,,,10,1,6,5,2,,1,1,2,2,2,2,2,2,2,5,1,1,,0
09,,,,,,,13,2,3,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
04,,,,,,,8,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,20,2200,6,8590,4621,48,2,9,5,1,1,1,1,1,2,2,2,2,2,2,1,,2,2,0
23,6,,0,1,1370,0440,70,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
