RELSHIPP,SCHL,SCH,SCHG,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,HISP,MAR,NATIVITY,CIT,ENG,LANX,DRIVESP,JWMNP,JWTRNS,HICOV,PRIVCOV,PUBCOV,DIS,DEAR,DEYE,DPHY,FER,PINCP,SEMP,SSIP,SSP,poverty_status
25,21,1,,1,40,73000,3,9480,3255,28,2,8,02,5,1,1,1,1,1,30,01,1,1,2,2,2,2,2,2,73130,0,0,0,0
25,01,2,02,,,,,,,5,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,15,1,,6,,0,,,,60,1,9,23,1,1,1,,2,,,,1,1,2,2,2,2,2,,3500,0,0,0,1
25,16,1,,1,40,15000,1,7072,5860,29,2,1,02,5,1,1,,2,1,10,01,1,1,2,2,2,2,2,2,15000,0,0,0,0
25,19,2,15,1,20,12000,1,8680,4055,21,2,9,02,5,1,1,2,1,1,20,01,1,1,2,2,2,2,2,2,12000,0,0,0,0
27,01,2,01,,,,,,,4,2,1,01,5,2,4,,,,,,1,2,1,2,2,2,,,,,,,1
20,12,1,,1,40,28200,1,8770,7200,63,1,8,16,1,2,4,2,1,1,30,01,1,1,2,2,2,2,2,,28200,0,0,0,0
25,12,2,12,6,,0,,,,17,2,6,01,5,2,5,1,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
20,19,1,,1,40,34100,1,7680,3930,25,1,2,01,5,1,1,,2,1,7,01,1,1,2,2,2,2,2,,54100,0,0,0,0
25,04,2,03,,,,,,,7,2,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,21,1,,6,,0,1,8370,3602,62,2,1,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,12000,0,0,12000,1
31,08,1,,6,,0,,,,65,2,1,01,2,2,5,3,1,,,,1,1,1,2,2,2,2,,3600,0,0,0,0
38,14,1,,6,,0,,,,94,2,6,01,2,1,1,,2,,,,1,1,1,1,2,2,1,,11400,0,0,11400,1
20,13,1,,1,40,40000,1,0770,6520,45,1,8,02,5,2,5,3,1,1,60,01,2,2,2,2,2,2,2,,40000,0,0,0,0
25,16,2,15,6,,0,,,,31,1,6,01,1,2,4,2,1,,,,1,1,2,2,2,2,2,,0,0,0,0,0
20,23,1,,1,40,220000,1,7071,2100,58,1,1,01,1,1,1,,2,1,15,01,1,1,2,2,2,2,2,,220000,0,0,0,0
21,19,1,,6,,0,6,7690,0440,63,2,1,01,1,2,5,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
21,16,1,,1,35,19400,1,4470,4720,65,2,1,01,1,1,1,,2,1,25,01,1,1,1,2,2,2,2,,68400,0,0,12700,0
20,16,1,,6,,0,,,,78,1,8,02,3,1,1,1,1,,,,1,2,1,1,2,2,1,,16800,0,0,16800,0
21,21,1,,1,32,46000,2,9170,2360,57,2,8,02,1,1,1,1,1,1,60,01,1,1,2,2,2,2,2,,46000,0,0,0,0
21,21,1,,6,,0,,,,67,2,9,02,1,1,1,1,1,,,,1,2,1,2,2,2,2,,75000,0,0,0,0
20,21,1,,6,,0,2,9160,2751,40,2,9,01,1,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
20,16,1,,1,40,16500,1,6380,9130,57,1,1,02,1,2,5,1,1,1,45,01,2,2,2,1,2,2,1,,16500,0,0,0,0
20,16,1,,1,20,0,6,9290,4230,44,2,9,02,3,2,4,3,1,1,20,01,1,2,1,2,2,2,2,2,13000,13000,0,0,0
22,21,1,,6,,0,,,,65,2,8,11,3,2,4,2,1,,,,1,2,1,2,2,2,2,,0,0,0,0,1
25,16,2,15,1,35,6000,1,5392,5240,20,2,9,02,5,1,1,1,1,1,25,01,1,1,2,2,2,2,2,2,6000,0,0,0,0
29,01,1,,6,,0,,,,75,1,9,02,2,2,4,4,1,,,,1,2,1,1,2,2,1,,21600,0,0,21600,0
25,19,2,15,6,40,13000,1,7380,1021,19,1,6,01,5,1,1,1,1,,,,1,2,1,2,2,2,2,,13000,0,0,0,0
25,,,,,,,,,,0,2,1,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
25,10,2,10,,,,,,,13,1,8,02,5,1,1,,2,,,,1,1,1,2,2,2,2,,,,,,0
25,08,2,07,,,,,,,11,1,6,01,5,2,5,1,1,,,,1,2,1,2,2,2,2,,,,,,0
20,16,1,,6,37,7000,1,4971,4760,19,2,1,04,5,1,1,,2,,,,1,2,1,2,2,2,2,2,9400,0,0,0,1
21,20,1,,6,,0,,,,74,2,1,02,1,1,1,2,1,,,,1,1,1,2,2,2,2,,19000,0,0,12000,0
25,18,1,,6,,0,1,5392,9130,54,1,9,01,3,1,1,,2,,,,1,2,1,1,2,2,1,,8200,0,0,0,0
25,02,3,01,,,,,,,4,2,1,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
25,02,3,01,,,,,,,4,2,1,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
20,16,1,,1,20,0,6,8990,4521,66,2,1,01,3,1,1,,2,,,11,1,2,1,2,2,2,2,,24500,17000,0,7500,0
21,16,1,,6,,0,1,4971,9645,64,2,1,01,1,1,1,,2,,,,1,2,1,1,1,2,2,,27300,0,0,12300,0
20,21,1,,1,40,46000,2,8180,5740,64,2,6,01,1,2,4,1,1,1,10,01,1,1,2,2,2,2,2,,46000,0,0,0,0
38,16,1,,1,30,25000,1,8270,5860,29,1,6,01,5,2,4,1,1,1,15,01,2,2,2,2,2,2,2,,25000,0,0,0,0
33,16,2,15,1,40,35400,1,1990,5740,27,2,9,07,1,2,5,1,1,1,35,01,1,1,2,2,2,2,2,2,35400,0,0,0,0
20,22,1,,1,15,30000,1,7870,2205,39,2,1,01,1,1,1,,2,1,10,01,1,1,2,2,2,2,2,2,30000,0,0,0,0
20,16,1,,1,16,12000,1,0770,6355,38,1,8,02,5,1,1,1,1,1,25,01,1,2,1,2,2,2,2,,12000,0,0,0,1
21,21,1,,1,5,11400,1,6890,0910,65,2,1,01,1,1,1,,2,,,11,1,2,1,2,2,2,2,,11400,0,0,0,0
21,21,1,,6,,0,,,,48,1,9,02,1,1,3,1,1,,,,1,2,1,2,2,2,2,,0,0,0,0,1
21,16,1,,1,40,60000,2,8191,3030,61,2,6,01,1,2,4,1,1,1,20,01,1,1,2,2,2,2,2,,60000,0,0,0,0
33,14,2,14,6,,0,,,,17,2,6,01,5,2,5,2,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
20,13,1,,6,,0,,,,76,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,40750,0,0,20600,0
21,16,1,,6,,0,,,,49,2,8,02,1,2,5,2,1,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
20,15,1,,6,,0,,,,74,1,2,01,2,1,1,,2,,,,1,2,1,1,2,1,1,,14600,0,0,14600,0
20,16,1,,1,40,41000,5,6695,5810,59,2,1,01,2,1,1,,2,1,15,01,1,1,2,2,2,2,2,,41000,0,0,0,0
25,19,2,15,1,20,8500,1,8680,4110,19,1,9,01,5,1,1,1,1,,30,04,1,1,2,2,2,2,2,,5600,0,0,0,0
21,19,1,,6,,0,,,,84,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,48000,0,0,3000,0
25,18,1,,1,40,35000,1,7480,3648,39,2,1,01,5,1,1,,2,1,20,01,1,1,2,2,2,2,2,2,35000,0,0,0,0
25,13,2,12,6,,0,,,,16,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
36,16,1,,1,40,48100,1,8770,7200,29,1,1,02,5,2,5,1,1,1,20,01,2,2,2,2,2,2,2,,48100,0,0,0,0
21,19,1,,6,,0,,,,77,2,1,01,1,1,1,,2,,,,1,1,1,1,2,2,1,,13300,0,0,13300,0
20,16,1,,6,25,15000,4,7860,2545,32,2,9,24,1,1,1,,2,,,,1,1,2,2,2,2,2,2,15000,0,0,0,0
21,16,1,,1,40,50000,6,9290,3602,67,2,9,24,1,1,1,,2,,1,10,1,1,1,2,2,2,2,,69800,2500,0,17300,0
21,22,1,,1,25,4000,1,8170,3258,35,2,1,01,1,1,1,,2,2,30,01,1,1,2,2,2,2,2,2,6500,0,0,0,0
27,20,1,,1,36,65000,1,8191,3255,28,2,1,07,5,1,1,,2,1,15,01,1,1,2,2,2,2,2,2,65000,0,0,0,0
20,16,1,,1,28,0,6,6390,4950,43,2,8,02,5,2,5,1,1,1,15,01,1,2,1,2,2,2,2,2,14000,14000,0,0,1
20,22,1,,1,42,72000,1,7970,0630,45,1,6,01,1,2,4,2,1,2,22,01,1,1,2,2,2,2,2,,74000,0,0,0,0
21,23,1,,1,50,200000,7,7270,2100,43,1,8,01,1,1,1,,2,1,15,01,1,1,2,2,2,2,2,,206000,0,0,0,0
20,21,1,,1,8,1100,4,7860,2310,74,2,1,01,3,1,1,1,1,1,15,01,1,1,1,2,2,2,2,,52600,0,0,3500,0
20,21,1,,6,10,11500,3,7860,0101,65,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,59500,0,0,0,0
20,16,1,,6,,0,,,,66,2,1,01,3,2,4,4,1,,,,1,2,1,1,2,1,1,,11300,0,11300,0,1
20,17,1,,1,40,75000,2,4270,9645,36,2,8,02,1,1,1,2,1,1,40,01,1,1,2,2,2,2,2,2,75000,0,0,0,0
21,19,1,,1,40,34000,1,7770,4251,33,1,9,02,1,1,1,2,1,1,10,01,1,1,2,2,2,2,2,,34000,0,0,0,0
25,06,2,05,,,,,,,8,2,6,01,5,2,5,3,1,,,,1,1,2,2,2,2,2,,,,,,0
34,21,1,,1,40,55000,1,6170,0440,30,2,1,01,5,1,1,,2,1,45,01,1,1,2,2,2,2,2,2,55000,0,0,0,0
28,19,1,,6,40,16000,1,7270,2145,36,2,6,01,5,2,4,1,1,,,,2,2,2,1,2,1,2,2,17800,0,0,0,0
25,,,,,,,,,,1,2,9,17,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,0
33,22,1,,1,20,12500,4,7870,2205,29,2,1,01,5,1,1,,2,,15,09,1,1,2,2,2,2,2,2,10200,0,0,0,0
20,16,1,,1,40,42500,1,8191,4230,68,2,1,01,2,1,1,,2,1,10,01,1,2,1,2,2,2,2,,56800,0,0,14300,0
20,19,1,,1,65,26000,1,8590,4435,47,2,1,01,5,1,1,,2,,6,10,1,1,2,2,2,2,2,2,38000,0,0,0,0
21,09,1,,6,,0,,,,75,2,9,11,1,2,4,4,1,,,,1,2,1,1,2,1,1,,3600,0,0,3600,1
21,21,1,,6,32,8500,1,6671,2710,36,2,6,01,1,1,1,1,1,,,,1,1,2,2,2,2,2,2,8500,0,0,0,0
20,21,1,,1,40,100000,4,9570,1010,57,1,6,01,1,2,4,1,1,,,11,1,1,2,2,2,2,2,,118000,0,0,0,0
25,19,2,15,1,17,5000,1,5392,4720,18,1,1,01,5,1,1,,2,2,15,01,1,1,2,2,2,2,2,,5000,0,0,0,0
27,21,1,,3,,0,1,7280,0845,34,1,1,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,0,0,0,0,1
20,19,1,,1,24,14400,1,6170,5860,46,2,8,03,1,1,1,1,1,1,75,01,1,1,2,2,2,2,2,2,14400,0,0,0,0
25,12,1,,1,40,11500,1,4470,9130,30,1,8,07,5,2,5,1,1,1,10,01,2,2,2,2,2,2,2,,11500,0,0,0,0
21,16,1,,1,40,36000,1,6070,5410,48,1,8,02,1,2,5,2,1,1,30,01,2,2,2,2,2,2,2,,36000,0,0,0,0
21,18,1,,1,28,24000,2,9160,2360,65,2,1,01,1,1,1,,2,1,3,01,1,1,2,2,2,2,2,,24000,0,0,0,0
20,16,1,,1,40,32000,1,3570,8225,43,1,9,24,1,2,5,,2,2,30,01,1,2,1,2,2,2,2,,32000,0,0,0,0
25,19,1,,6,,0,1,8680,4030,34,1,1,01,5,1,1,,2,,,,2,2,2,1,2,2,2,,0,0,0,0,0
25,16,1,,6,,0,,,,17,1,8,23,5,2,5,1,1,,,,1,2,1,2,2,2,2,,0,0,0,0,0
20,22,1,,1,20,13700,8,8564,2850,55,2,1,01,5,1,1,,2,,,11,1,1,2,1,2,2,1,,13700,0,0,0,0
21,16,1,,6,,0,,,,74,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,4000,0,0,2000,1
21,16,1,,1,30,0,6,0770,0220,61,1,8,11,1,2,5,3,1,1,38,01,2,2,2,2,2,2,2,,20200,20200,0,0,0
20,16,1,,1,40,50000,4,7870,4251,41,1,1,01,1,1,1,1,1,1,15,01,1,1,2,2,2,2,2,,50000,0,0,0,0
20,16,1,,1,40,0,6,7380,1032,34,1,2,01,5,1,1,,2,,,11,1,2,1,2,2,2,2,,63000,63000,0,0,0
20,19,1,,6,,0,1,4973,4700,70,1,2,01,2,1,1,,2,,,,1,1,1,2,2,2,2,,39600,0,0,19900,0
21,21,1,,1,40,105000,1,6695,1021,50,1,1,01,1,1,1,,2,1,47,01,1,1,2,2,2,2,2,,114000,0,0,0,0
21,21,1,,1,60,627000,7,7280,0800,56,1,1,01,1,1,1,,2,1,25,01,1,1,2,2,2,2,2,,627000,0,0,0,0
27,11,2,11,,,,,,,14,2,1,02,5,1,1,,2,,,,1,1,1,2,2,2,2,,,,,,0
21,16,1,,6,,0,,,,79,1,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,30400,0,0,30400,0
20,17,1,,6,,0,,,,43,2,9,24,1,1,1,,2,,,,1,2,1,1,2,2,1,2,0,0,0,0,1
25,14,3,14,6,,0,,,,17,1,9,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
25,11,2,11,,,,,,,14,2,3,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
33,01,1,,6,,0,,,,57,2,2,01,1,1,1,,2,,,,1,2,1,1,2,2,2,,0,0,0,0,0
22,15,1,,6,,0,,,,63,1,1,02,3,1,1,,2,,,,1,2,1,2,2,2,2,,15000,0,0,15000,1
21,22,1,,6,,0,,,,72,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,36110,0,0,23800,0
21,23,1,,1,40,136000,1,6871,0010,74,1,1,01,1,1,1,,2,1,20,01,1,1,1,2,2,2,2,,150000,0,14000,0,0
38,16,1,,6,,0,,,,85,1,1,01,1,1,1,,2,,,,2,2,2,1,2,2,1,,0,0,0,0,1
20,24,1,,1,50,200000,1,3390,1530,51,1,6,01,1,2,4,1,1,1,45,01,1,1,2,2,2,2,2,,200000,0,0,0,0
20,20,1,,6,,0,,,,75,1,1,01,1,1,1,,2,,,,1,1,1,1,1,2,2,,1500,0,0,1500,1
20,18,1,,6,,0,,,,72,2,1,01,2,1,1,,2,,,,1,2,1,2,2,2,2,,18000,0,0,18000,0
21,08,1,,6,,0,,,,48,2,8,02,1,2,5,4,1,,,,2,2,2,2,2,2,2,2,0,0,0,0,0
20,20,2,15,2,40,27000,3,7860,3255,51,2,1,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,27000,0,0,0,0
20,16,1,,6,,0,6,0670,0710,62,1,1,01,3,1,1,,2,,,,1,1,2,2,2,2,2,,78000,0,0,0,0
21,21,1,,6,,0,,,,89,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,29100,0,0,4100,0
25,21,1,,6,20,34000,1,8680,4110,23,1,9,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,34000,0,0,0,0
20,22,1,,1,40,42000,1,8660,0735,36,2,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,2,57000,0,0,0,0
25,14,2,13,6,,0,1,8680,4020,17,2,2,01,5,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
22,19,2,15,6,,0,1,8680,4720,30,2,6,01,5,1,1,1,1,,,,1,2,1,2,2,2,2,2,6700,0,0,0,1
25,21,1,,1,40,60000,3,7790,1050,22,1,6,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,60000,0,0,0,0
21,21,1,,6,,0,,,,38,2,1,01,1,2,5,1,1,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
21,21,1,,1,40,90000,1,8290,0800,59,2,6,01,1,2,4,,2,1,10,01,1,1,2,2,2,2,2,,90000,0,0,0,0
34,21,1,,1,40,200000,1,6671,2640,32,1,2,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,200000,0,0,0,0
25,14,2,13,6,,0,,,,16,2,2,01,5,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,1
21,21,1,,1,45,40000,1,7380,5240,32,2,6,01,1,2,5,2,1,1,15,01,1,1,2,1,2,1,2,2,40000,0,0,0,0
20,18,1,,1,40,33100,1,8590,0650,24,1,1,01,5,1,1,,2,3,15,01,1,1,2,2,2,2,2,,33120,0,0,0,0
38,16,1,,6,,0,,,,51,2,1,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,0,0,0,0,1
38,16,1,,3,,0,1,8680,4110,38,2,7,01,5,1,1,,2,,,,1,2,1,2,2,2,2,1,0,0,0,0,1
20,22,1,,1,40,80000,1,7380,1410,63,1,6,01,1,2,4,,2,1,15,01,1,1,2,2,2,2,2,,80000,0,0,0,0
25,06,3,06,,,,,,,10,2,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,18,1,,1,8,2400,3,8370,3602,57,2,3,02,3,1,1,,2,1,15,01,1,2,1,2,2,2,2,,17000,0,0,0,0
25,16,1,,1,40,32000,1,0770,6260,29,1,8,02,5,1,1,1,1,2,90,01,1,1,2,2,2,2,2,,32000,0,0,0,0
25,05,3,05,,,,,,,8,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,22,1,,1,40,45000,7,5371,4700,30,1,6,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,45000,0,0,0,0
25,,,,,,,,,,0,2,8,02,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
25,21,1,,1,40,30000,1,5392,4760,29,2,3,07,5,1,1,2,1,,30,02,1,1,2,2,2,2,2,2,30000,0,0,0,0
27,18,2,15,1,25,8000,1,7480,3424,18,2,1,02,5,1,1,1,1,,20,09,1,1,2,2,2,2,2,2,8000,0,0,0,0
20,19,1,,1,16,10600,4,9480,3602,37,2,8,02,1,1,1,,2,1,15,01,2,2,2,2,2,2,2,2,10600,0,0,0,0
25,13,3,13,6,,0,,,,16,1,9,01,5,1,1,,2,,,,2,2,2,2,2,2,2,,0,0,0,0,1
25,11,1,,,,,,,,12,1,1,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,1
25,19,2,15,6,30,5500,1,8680,4020,20,2,6,01,1,2,5,2,1,,,,1,2,1,2,2,2,2,2,5500,0,0,0,0
20,19,1,,1,60,200000,3,0570,7000,39,1,1,02,1,1,1,,2,1,40,01,1,1,2,2,2,2,2,,200000,0,0,0,0
21,19,1,,6,,0,3,0570,6355,68,1,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,82000,0,0,31000,0
20,22,1,,1,50,115000,1,6871,0120,29,1,8,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,,115000,0,0,0,0
26,18,1,,6,,0,,,,19,2,1,23,5,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
20,23,1,,6,,0,1,8770,7210,67,1,1,01,2,1,1,,2,,,,1,1,1,1,1,2,2,,13200,0,0,13200,0
20,01,1,,1,40,64000,1,0770,8140,61,1,8,07,1,2,5,2,1,1,49,01,1,1,2,2,2,2,2,,64000,0,0,0,0
20,22,1,,1,40,40000,1,7370,2640,37,2,1,01,5,2,5,1,1,,,11,1,1,2,2,2,2,2,2,40000,0,0,0,0
20,22,1,,1,80,50000,3,7860,2330,37,2,1,01,3,1,1,,2,1,25,01,1,1,2,2,2,2,2,2,50000,0,0,0,0
20,19,1,,1,40,20000,1,0770,6260,60,1,8,02,1,2,4,3,1,1,20,01,1,2,1,2,2,2,2,,20000,0,0,0,0
21,16,3,15,3,30,30000,1,8680,4140,42,1,1,02,1,1,1,,2,,,,2,2,2,2,2,2,2,,35000,0,0,0,0
25,02,3,01,,,,,,,3,2,1,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
21,21,1,,6,,0,,,,76,1,1,16,1,2,4,1,1,,,,1,2,1,2,2,2,2,,60100,0,0,32800,0
25,10,2,10,,,,,,,14,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
22,20,1,,6,40,75000,7,7280,5120,52,2,1,01,3,2,5,,2,,,,1,1,2,2,2,2,2,,75000,0,0,0,0
25,17,1,,1,40,26000,1,7770,4251,22,1,9,02,5,1,1,,2,2,60,01,1,1,2,2,2,2,2,,26000,0,0,0,0
20,22,1,,1,40,130000,1,1170,0440,57,2,1,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,,130020,0,0,0,0
30,,,,,,,,,,2,2,1,02,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,0
20,18,1,,1,40,52000,2,5071,3421,44,2,6,01,5,1,1,,2,1,60,01,1,1,2,2,2,2,2,2,52000,0,0,0,0
20,16,1,,1,42,65000,1,0770,6305,63,1,8,24,1,1,1,,2,2,10,01,1,1,2,2,2,2,2,,65000,0,0,0,0
34,18,1,,6,,0,1,4971,9645,70,1,1,01,5,1,1,,2,,,,1,1,1,1,2,2,1,,5000,0,0,0,1
25,13,2,13,6,,0,,,,16,2,1,01,5,1,1,,2,,,,1,1,2,1,2,2,2,2,0,0,0,0,0
21,15,1,,6,,0,,,,63,2,1,02,1,2,4,1,1,,,,1,1,2,2,2,2,2,,7900,0,0,7900,0
20,22,1,,1,36,95000,3,7860,2330,61,2,9,02,1,2,5,,2,2,10,01,1,1,2,2,2,2,2,,95000,0,0,0,0
25,08,2,08,,,,,,,12,1,9,02,5,2,5,1,1,,,,1,2,1,2,2,2,2,,,,,,0
20,18,1,,6,,0,1,2070,5710,71,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,72300,0,0,36300,0
20,07,1,,1,40,18000,1,8270,3603,63,2,8,11,3,2,5,3,1,,20,12,2,2,2,1,2,2,1,,18000,0,0,0,0
29,15,1,,6,,0,,,,80,1,8,02,5,2,4,2,1,,,,1,2,1,1,2,2,1,,6000,0,6000,0,0
25,06,3,05,,,,,,,9,1,9,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
21,16,1,,6,,0,,,,67,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,15000,0,0,15000,0
21,21,1,,1,40,43000,4,7890,2555,57,2,9,03,1,1,2,1,1,,,11,1,1,2,2,2,2,2,,43000,0,0,0,0
25,16,1,,1,40,40000,1,7390,5522,44,1,9,02,5,1,1,1,1,1,20,01,1,1,2,2,2,2,2,,44500,0,0,0,0
38,16,1,,6,,0,,,,83,1,1,01,5,1,1,,2,,,,2,2,2,1,2,2,1,,0,0,0,0,1
20,21,1,,6,,0,,,,89,1,1,01,1,1,1,,2,,,,1,1,1,1,1,2,2,,20000,0,0,15000,0
30,15,1,,1,10,600,1,4871,5940,25,1,9,02,5,1,1,1,1,,45,07,1,1,2,2,2,2,2,,600,0,0,0,1
25,07,2,07,,,,,,,10,1,6,01,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,1
23,18,1,,1,45,120000,1,6890,0910,39,1,9,02,1,1,1,1,1,,,11,1,1,2,2,2,2,2,,120000,0,0,0,0
25,12,2,12,6,,0,,,,16,2,9,02,5,1,1,,2,,,,1,2,1,2,2,2,2,2,0,0,0,0,1
21,20,1,,6,,0,1,7670,4830,72,2,6,01,1,2,4,1,1,,,,1,2,1,2,2,2,2,,21000,0,0,7900,0
20,22,1,,6,,0,,,,77,2,1,01,3,1,1,,2,,,,1,2,1,2,2,2,2,,50300,0,0,20400,0
25,19,1,,1,40,38000,1,4670,9141,25,1,6,01,5,1,1,,2,1,40,01,1,1,2,2,2,2,2,,38000,0,0,0,0
20,24,1,,1,40,149000,1,3960,1650,38,1,1,01,1,1,1,,2,1,30,01,1,1,2,2,2,2,2,,149070,0,0,0,0
20,16,1,,6,,0,,,,71,1,6,01,1,2,4,3,1,,,,1,2,1,1,1,1,2,,24300,0,0,24300,0
20,20,1,,1,40,30000,2,9090,5400,32,2,1,01,5,1,1,,2,1,20,01,1,1,2,2,2,2,2,2,30000,0,0,0,0
20,22,1,,1,40,98000,4,9490,0565,34,2,1,01,1,1,1,,2,1,18,01,1,1,2,2,2,2,2,2,98000,0,0,0,0
25,01,1,,,,,,,,14,2,8,02,5,1,1,1,1,,,,1,1,1,2,2,2,2,,,,,,0
20,16,1,,1,40,46000,1,2390,5240,52,1,8,02,4,1,1,2,1,1,10,01,1,1,2,2,2,2,2,,46000,0,0,0,0
20,23,1,,6,,0,2,6481,2100,72,2,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,45600,0,0,0,0
20,20,1,,1,40,211000,1,6992,0120,41,1,6,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,,211000,0,0,0,0
21,20,1,,6,,0,,,,75,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,12900,0,0,12900,0
22,21,2,15,1,10,2000,4,7480,3648,23,2,1,01,5,1,1,,2,1,12,01,1,2,1,2,2,2,2,2,2000,0,0,0,1
25,16,1,,6,,0,,,,29,2,1,01,5,1,1,,2,,,,2,2,2,1,2,2,2,2,0,0,0,0,0
20,19,1,,1,40,45000,2,4670,7200,59,1,6,01,1,2,4,2,1,1,15,01,1,1,2,2,2,2,2,,45000,0,0,0,0
20,01,1,,6,,0,,,,74,1,9,02,1,2,4,4,1,,,,1,1,1,1,2,2,1,,14400,0,4800,9600,1
20,19,1,,3,,0,1,5382,4760,51,2,9,02,1,1,1,1,1,,,,1,1,2,2,2,2,2,,20000,0,0,0,0
25,10,2,10,,,,,,,13,2,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
20,21,1,,1,40,80000,1,7280,0800,36,1,1,01,1,2,4,,2,1,30,01,1,1,2,2,2,2,2,,85000,0,0,0,0
25,08,2,08,,,,,,,11,1,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,19,1,,6,,0,,,,70,2,3,01,5,1,1,,2,,,,1,2,1,1,2,2,1,,11400,0,0,0,0
20,15,2,14,6,10,680,1,7860,4600,17,2,1,24,1,1,1,,2,,,,1,1,1,2,2,2,2,1,680,0,0,0,1
21,21,1,,6,,0,6,7890,2350,64,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,30000,0,0,0,0
25,11,2,11,,,,,,,14,2,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,19,1,,1,35,26000,1,7490,4965,40,1,1,01,1,2,5,2,1,1,30,01,2,2,2,2,2,2,2,,26000,0,0,0,0
25,12,2,11,6,,0,,,,16,1,2,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,0,0,0,0,1
25,14,2,14,6,,0,,,,17,1,2,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,600,0,0,0,0
21,16,1,,1,40,58000,1,7190,7220,32,1,1,01,1,1,1,,2,1,30,01,1,1,2,2,2,2,2,,58000,0,0,0,0
21,22,1,,1,20,5000,2,8080,3245,39,2,1,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,2,19400,0,0,0,0
20,19,1,,1,40,62000,1,3570,7200,40,1,1,01,1,1,1,,2,1,30,01,1,1,2,1,2,2,2,,62000,0,0,0,0
20,14,1,,6,,0,,,,85,2,1,01,2,1,1,,2,,,,1,2,1,1,1,2,1,,12000,0,12000,0,1
20,18,1,,3,,0,9,9920,9920,38,2,3,02,4,1,1,,2,,,,1,2,1,2,2,2,2,2,2000,0,0,0,1
21,21,1,,6,,0,,,,76,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,16000,0,0,16000,0
