RELSHIPP,SCHL,SCH,SCHG,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,HISP,MAR,NATIVITY,CIT,ENG,LANX,DRIVESP,JWMNP,JWTRNS,HICOV,PRIVCOV,PUBCOV,DIS,DEAR,DEYE,DPHY,FER,PINCP,SEMP,SSIP,SSP,poverty_status
20,22,1,,1,40,62000,1,7860,2002,32,2,6,01,1,2,4,,2,1,35,01,1,1,2,2,2,2,2,2,62000,0,0,0,0
20,15,1,,6,,0,1,1090,8800,76,2,9,01,2,1,1,,2,,,,1,2,1,1,1,2,1,,6000,0,0,6000,1
20,21,3,16,1,45,90000,3,7860,2310,40,2,1,01,5,1,1,,2,1,60,01,1,1,2,2,2,2,2,2,90000,0,0,0,0
26,16,1,,1,40,37000,1,5171,9005,25,2,9,23,5,1,1,1,1,1,35,01,1,1,2,2,2,2,2,2,37000,0,0,0,0
25,09,2,09,,,,,,,12,2,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,21,1,,6,,0,1,8191,3255,34,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
20,18,1,,1,32,110000,1,7290,0140,45,2,1,01,1,1,1,,2,3,60,01,1,1,2,2,2,2,2,2,110000,0,0,0,0
25,11,2,11,,,,,,,14,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,24,1,,1,40,224000,1,3390,1410,41,1,6,01,1,2,5,1,1,1,35,01,1,1,2,2,2,2,2,,224000,0,0,0,0
34,09,1,,6,,0,,,,68,1,9,11,3,2,4,2,1,,,,1,2,1,1,2,2,1,,15000,0,0,15000,0
20,16,1,,1,40,30000,1,7580,5400,57,2,9,02,5,1,1,,2,1,45,01,1,1,2,2,2,2,2,,30000,0,0,0,0
25,13,2,13,6,,0,,,,16,2,8,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
20,21,1,,1,40,150000,1,3390,1021,57,2,1,01,1,2,4,,2,,,11,1,1,2,2,2,2,2,,152000,0,0,0,0
38,18,1,,6,,0,,,,40,2,1,01,5,1,1,,2,,,,1,2,1,1,2,2,2,2,13600,0,13600,0,0
30,16,1,,1,99,20000,1,8680,4000,34,1,2,01,5,1,1,,2,1,45,01,1,1,2,2,2,2,2,,20000,0,0,0,0
21,19,1,,1,40,80000,5,5392,0440,64,1,1,01,1,1,1,,2,1,20,01,1,1,2,2,2,2,2,,80000,0,0,0,0
25,07,2,07,,,,,,,10,1,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,,,,,,,,,,2,2,9,02,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,1
25,21,1,,1,30,16500,3,8170,3602,38,2,8,11,5,2,5,3,1,,20,02,1,1,2,2,2,2,2,2,16500,0,0,0,0
20,18,1,,1,40,80000,1,6890,4840,33,2,1,01,1,1,1,,2,1,45,01,2,2,2,2,2,2,2,2,80000,0,0,0,0
20,21,1,,1,20,100000,1,1990,0440,60,1,6,01,1,2,4,1,1,,,11,1,1,2,2,2,2,2,,160000,0,0,0,0
25,16,1,,6,,0,,,,28,2,9,02,5,1,1,,2,,,,2,2,2,2,2,2,2,2,0,0,0,0,0
20,22,1,,6,,0,,,,68,1,1,01,3,1,1,,2,,,,1,1,1,2,2,2,2,,33500,0,0,17500,0
21,15,1,,6,,0,,,,72,2,6,01,1,2,4,3,1,,,,1,1,1,2,2,2,2,,7200,0,0,7200,0
20,21,1,,1,70,565000,1,6671,0052,65,2,1,01,1,1,1,,2,1,80,01,1,1,1,2,2,2,2,,565000,0,0,0,0
21,16,1,,1,40,60000,1,7790,9130,31,1,8,02,1,2,5,1,1,1,60,01,1,1,2,2,2,2,2,,60000,0,0,0,0
22,16,1,,3,40,15000,1,0770,6240,29,1,8,02,4,1,1,1,1,,,,1,2,1,2,2,2,2,,15000,0,0,0,0
20,18,1,,6,,0,,,,63,1,8,02,1,2,5,3,1,,,,2,2,2,2,2,2,2,,13900,0,0,0,0
22,16,1,,1,50,30000,1,0290,6050,43,1,8,02,5,2,5,3,1,1,15,01,2,2,2,2,2,2,2,,30000,0,0,0,0
20,01,1,,6,,0,,,,69,2,6,01,2,2,4,3,1,,,,1,2,1,2,2,2,2,,0,0,0,0,0
21,19,1,,1,40,62000,1,6170,0440,54,2,1,01,1,2,4,2,1,1,15,01,1,1,2,2,2,2,2,,62000,0,0,0,0
20,21,1,,1,50,232000,7,8680,0310,36,1,1,01,5,1,1,,2,2,65,01,1,2,1,1,2,1,2,,232000,0,0,0,0
29,18,1,,1,40,0,6,6380,9130,63,1,1,01,1,2,4,3,1,1,10,01,1,2,1,2,2,2,2,,36000,36000,0,0,0
25,19,2,15,1,20,3500,1,8980,4510,22,2,1,02,1,2,5,1,1,1,30,01,2,2,2,2,2,2,2,2,3500,0,0,0,0
25,16,1,,1,40,45000,1,0770,6355,31,1,1,02,1,1,1,2,1,1,80,01,1,1,2,2,2,2,2,,47400,0,0,0,0
25,21,1,,1,45,50000,1,8770,0020,27,1,1,01,5,1,1,,2,1,5,01,1,1,2,2,2,2,2,,50000,0,0,0,0
20,21,1,,1,32,140000,2,8191,3255,62,1,1,01,3,1,1,,2,1,35,01,1,1,2,2,2,2,2,,180000,0,0,0,0
20,09,1,,1,40,30000,1,0770,6260,36,1,8,02,5,2,5,3,1,2,60,01,1,1,2,2,2,2,2,,30000,0,0,0,1
25,15,1,,6,15,2500,1,0770,6355,43,1,1,01,5,2,4,3,1,,,,2,2,2,2,2,2,2,,2500,0,0,0,0
25,12,3,12,6,,0,,,,17,1,9,01,5,1,1,,2,,,,1,1,2,1,2,2,2,,0,0,0,0,0
21,22,1,,1,40,112000,3,7860,1822,49,2,1,01,1,1,1,,2,1,60,01,1,1,2,2,2,2,2,2,112000,0,0,0,0
25,09,3,09,,,,,,,12,2,3,01,5,1,1,1,1,,,,1,1,2,2,2,2,2,,,,,,0
22,14,1,,3,25,1000,1,6380,9130,47,1,1,01,3,1,1,,2,,,,1,2,1,2,2,2,2,,1000,0,0,0,1
20,18,1,,6,,0,,,,72,1,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,27000,0,0,22000,0
25,21,1,,1,20,14000,1,4971,9620,28,1,8,01,5,1,1,,2,1,10,01,1,2,1,2,2,2,2,,14000,0,0,0,0
33,01,2,02,,,,,,,5,1,9,09,5,2,5,3,1,,,,1,2,1,2,2,2,2,,,,,,0
36,21,1,,1,40,54000,1,8191,5860,60,2,6,01,1,2,5,1,1,1,60,01,1,1,2,2,2,2,2,,54000,0,0,0,0
36,09,1,,1,40,80000,1,4470,9640,40,1,8,02,5,2,5,4,1,,30,12,2,2,2,2,2,2,2,,80000,0,0,0,0
21,16,1,,6,,0,,,,34,2,1,02,1,2,4,1,1,,,,1,1,2,2,2,2,2,2,0,0,0,0,1
20,19,1,,1,40,70000,3,0670,5860,48,1,6,01,3,2,4,1,1,1,15,01,1,1,2,2,2,2,2,,70000,0,0,0,0
20,21,1,,1,60,68000,1,6570,0440,25,2,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,2,70600,0,0,0,0
21,16,1,,6,,0,,,,60,2,6,01,1,2,5,2,1,,,,1,2,1,2,2,2,2,,0,0,0,0,0
20,20,1,,6,,0,,,,71,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,48000,0,0,30000,0
23,21,1,,1,40,136000,4,9470,3870,47,2,8,02,1,1,1,,2,1,90,01,1,1,2,2,2,2,2,2,136000,0,0,0,0
25,15,1,,6,12,360,1,8680,4130,20,1,9,01,5,2,5,3,1,,,,1,1,2,2,2,2,2,,360,0,0,0,0
20,23,1,,6,,0,4,7870,2205,88,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,120000,0,0,20000,0
21,24,1,,1,60,150000,1,7270,2100,37,2,9,02,1,1,1,1,1,1,45,01,1,1,2,2,2,2,2,1,185000,0,0,0,0
21,22,1,,6,,0,2,7380,5710,37,2,6,01,1,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
21,21,1,,1,40,100000,2,7860,2320,47,2,7,01,1,2,4,1,1,1,10,01,1,1,2,2,2,2,2,2,100000,0,0,0,0
20,01,1,,1,50,64000,4,9470,6230,59,1,1,01,1,1,1,,2,1,90,01,1,1,2,2,2,2,2,,57200,-6800,0,0,0
25,11,2,11,,,,,,,14,1,1,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,,,,,0
26,05,1,,,,,,,,7,2,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
30,,,,,,,,,,0,1,6,01,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,0
25,03,3,02,,,,,,,6,1,9,01,5,1,1,,2,,,,2,2,2,2,2,2,2,,,,,,0
29,21,1,,6,,0,,,,70,2,6,01,2,2,4,1,1,,,,1,2,1,2,2,2,2,,0,0,0,0,0
20,18,1,,6,,0,,,,75,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,7200,0,0,7200,0
20,24,1,,1,50,132000,4,7870,2205,63,2,1,01,1,2,4,1,1,1,45,01,1,1,2,2,2,2,2,,140000,0,0,0,0
25,04,3,04,,,,,,,8,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,22,3,16,1,40,158000,1,6671,1021,31,2,6,01,1,1,1,1,1,,,11,1,1,2,2,2,2,2,2,158000,0,0,0,0
20,22,1,,1,24,4200,7,7390,0710,44,2,1,01,1,1,1,1,1,,,11,1,1,2,2,2,2,2,2,4400,0,0,0,0
20,23,1,,6,,0,2,8191,3050,63,2,6,01,3,2,4,1,1,,,,1,1,2,2,2,2,2,,65200,0,0,25200,0
32,15,1,,6,,0,1,8680,4150,27,1,9,02,1,2,5,3,1,,,,1,2,1,2,2,2,2,,9800,0,4700,5100,0
20,21,1,,1,50,225000,1,7380,1021,54,1,9,01,1,1,1,,2,3,20,01,1,1,2,2,2,2,2,,225000,0,0,0,0
21,19,1,,6,,0,,,,49,2,6,01,1,2,5,1,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,1
34,16,2,15,6,,0,,,,22,2,1,01,5,1,1,,2,,,,1,2,1,2,2,2,2,2,1200,0,0,0,1
25,19,1,,1,40,32000,1,4971,9645,21,1,8,17,5,2,4,,2,2,5,01,1,1,2,2,2,2,2,,32000,0,0,0,0
21,19,1,,6,,0,,,,56,2,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,0,0,0,0,0
20,21,1,,6,,0,,,,75,1,1,01,1,2,4,2,1,,,,1,2,1,2,2,2,2,,5310,0,0,5000,0
20,09,1,,1,40,22100,1,3990,8800,41,2,8,02,2,2,5,4,1,,30,02,2,2,2,2,2,2,2,2,22100,0,0,0,0
20,21,1,,6,,0,,,,72,2,6,01,1,2,4,1,1,,,,1,1,1,2,2,2,2,,77000,0,0,0,0
21,11,1,,6,,0,,,,72,1,8,02,1,1,1,1,1,,,,1,1,1,2,2,2,2,,41000,0,0,21300,0
21,13,1,,1,45,21000,1,0170,6050,50,1,9,02,1,2,5,2,1,3,25,01,1,1,2,2,2,2,2,,21000,0,0,0,0
21,14,1,,6,,0,,,,78,2,6,01,1,2,4,1,1,,,,1,1,1,1,1,2,2,,4000,0,0,3000,0
29,01,1,,6,,0,,,,76,1,1,01,1,2,4,2,1,,,,1,2,1,2,2,2,2,,50000,0,0,26000,0
21,21,1,,1,40,565000,1,6970,0850,61,1,1,01,1,1,1,,2,1,15,01,1,1,2,2,2,2,2,,569500,0,0,0,0
38,16,1,,6,,0,,,,78,2,1,01,1,2,5,,2,,,,1,2,1,1,1,2,1,,11600,0,0,11600,1
21,20,1,,1,50,82000,1,4080,4760,53,1,1,01,1,2,5,,2,1,40,01,1,1,2,2,2,2,2,,83500,0,0,0,0
32,16,1,,1,35,35000,1,8090,3645,30,2,9,02,1,1,1,1,1,2,15,01,1,1,1,2,2,2,2,2,35000,0,0,0,0
25,14,2,14,6,,0,,,,18,1,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
28,16,2,14,1,40,60000,2,7380,0710,25,1,6,01,5,1,1,1,1,1,30,01,1,1,2,2,2,2,2,,60000,0,0,0,0
20,21,1,,1,45,100000,1,7072,0120,64,1,1,01,1,1,1,,2,1,19,01,1,1,2,2,2,2,2,,100300,0,0,0,0
38,23,1,,1,70,80000,2,9160,2100,52,2,1,01,3,2,4,2,1,,5,10,1,1,2,2,2,2,2,,83200,0,0,0,0
20,23,1,,1,50,206000,2,9170,2100,42,1,1,01,3,1,1,,2,,,11,1,1,2,2,2,2,2,,206400,0,0,0,0
21,21,1,,1,50,85000,1,6890,0120,42,1,1,01,1,1,1,,2,1,15,01,1,1,2,2,2,2,2,,85000,0,0,0,0
25,16,1,,1,7,400,1,8680,9620,23,2,1,02,5,1,1,1,1,,,11,1,2,1,2,2,2,2,2,400,0,0,0,0
20,23,1,,6,60,90000,3,7860,2310,61,2,1,01,3,1,1,,2,,,,1,1,2,2,2,2,2,,90000,0,0,0,0
20,19,1,,6,,0,6,0770,6660,65,1,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,21600,0,0,21600,0
26,07,2,06,,,,,,,10,1,6,01,5,2,4,1,1,,,,1,1,2,2,2,2,2,,,,,,0
25,06,3,05,,,,,,,10,1,9,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
25,04,2,04,,,,,,,8,1,3,01,5,1,1,,2,,,,1,1,1,1,2,2,1,,,,,,0
38,01,1,,1,20,5000,2,9170,0420,55,1,1,01,5,1,1,,2,,10,12,1,2,1,2,2,2,2,,6700,0,0,0,1
20,22,1,,1,45,130000,1,3580,1320,61,1,1,01,3,1,1,,2,,,11,1,1,2,2,2,2,2,,130000,0,0,0,0
21,15,1,,6,,0,,,,68,1,1,01,1,1,1,,2,,,,1,2,1,2,2,2,2,,8000,0,0,8000,0
25,12,2,12,6,,0,,,,16,2,9,01,5,1,1,,2,,,,1,1,2,2,2,2,2,2,11000,0,0,11000,0
20,13,1,,1,48,36000,1,7770,4252,38,1,9,02,1,1,1,3,1,1,36,01,1,2,1,2,2,2,2,,36000,0,0,0,0
20,21,1,,1,40,158000,2,6991,1021,70,2,1,01,3,2,4,1,1,,,11,1,1,1,2,2,2,2,,186700,0,0,28700,0
21,21,1,,1,40,150000,1,6570,8830,32,1,9,01,1,1,1,,2,1,35,01,1,1,2,2,2,2,2,,315000,150000,0,0,0
20,22,1,,6,,0,,,,82,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,111000,0,0,18000,0
20,19,1,,6,,0,2,9160,0630,38,2,1,02,1,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
25,04,2,04,,,,,,,7,2,1,01,5,1,1,,2,,,,1,2,1,2,2,2,2,,,,,,0
38,21,1,,6,,0,,,,71,1,1,01,1,1,1,,2,,,,1,1,1,1,1,1,1,,50470,0,0,26300,0
21,22,1,,1,5,20000,6,7890,2002,45,2,1,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,2,48800,12000,16800,0,0
25,16,1,,6,,0,1,4195,4710,25,1,1,02,1,1,1,,2,,,,1,1,2,2,2,2,2,,1500,0,0,0,0
25,19,2,15,1,40,36000,3,8370,2014,25,2,9,02,5,1,1,1,1,,,11,1,1,1,2,2,2,2,2,36000,0,0,0,0
24,18,1,,1,9,18000,1,8680,4110,42,2,6,01,3,2,4,2,1,1,60,01,1,1,2,2,2,2,2,2,45600,0,0,0,0
34,16,2,15,1,25,15000,1,0770,7640,21,1,7,01,5,1,1,1,1,1,30,01,1,1,2,2,2,2,2,,18000,0,0,0,0
25,03,2,02,,,,,,,6,2,6,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
22,21,1,,1,40,200000,1,4796,4760,28,2,1,01,5,1,1,,2,,,11,1,1,2,2,2,2,2,2,200000,0,0,0,0
21,18,1,,1,50,100000,6,8980,4510,39,2,1,01,1,1,1,,2,1,10,01,1,1,2,2,2,2,2,2,150000,50000,0,0,0
25,02,2,01,,,,,,,5,1,3,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,,,,,0
20,21,1,,1,24,24000,1,0770,6260,41,1,8,08,5,2,5,2,1,1,10,01,1,2,1,2,2,2,2,,24000,0,0,0,0
21,18,1,,1,40,45000,1,7071,0102,47,2,9,02,1,1,1,,2,1,30,01,1,1,2,2,2,2,2,2,45000,0,0,0,0
25,18,1,,1,30,15000,1,8680,4110,21,2,1,01,5,1,1,,2,1,25,01,1,1,2,2,2,2,2,2,15000,0,0,0,0
33,17,1,,1,40,128000,3,8370,2014,39,2,1,02,5,1,1,,2,1,25,01,1,1,2,2,2,2,2,2,128000,0,0,0,0
20,20,1,,1,40,2100,1,5581,8990,41,2,6,01,1,2,4,2,1,,30,03,1,1,2,2,2,2,2,2,2100,0,0,0,0
20,16,1,,6,,0,6,0770,3602,20,2,8,24,5,1,1,,2,,,,1,2,1,2,2,2,2,2,0,0,0,0,1
20,19,3,15,1,50,40000,4,7870,2002,21,2,1,02,5,1,1,,2,1,10,01,1,1,2,2,2,2,2,2,40000,0,0,0,0
20,20,1,,1,42,117000,5,7870,1220,56,1,1,01,1,1,1,,2,1,12,01,1,1,2,2,2,2,2,,145800,0,0,0,0
20,20,1,,6,,0,1,6992,5840,34,2,8,01,1,1,1,,2,,,,1,1,1,2,2,2,2,2,7000,0,0,0,0
21,19,1,,6,,0,,,,73,2,1,01,1,2,4,,2,,,,1,1,1,2,2,2,2,,45200,0,0,18200,0
38,16,1,,1,30,25000,1,8270,5860,29,1,6,01,5,2,4,1,1,1,15,01,2,2,2,2,2,2,2,,25000,0,0,0,0
21,22,1,,6,40,10000,1,7860,0230,64,1,1,01,1,2,4,1,1,,,,1,1,2,2,2,2,2,,90000,0,0,0,0
25,14,2,14,6,,0,,,,17,2,8,02,5,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
32,16,2,15,1,16,3000,1,8680,4055,19,1,6,01,1,1,1,2,1,1,30,01,1,1,1,2,2,2,2,,3000,0,0,0,1
20,13,1,,6,,0,1,1280,7855,31,2,8,02,1,2,5,3,1,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
25,05,2,05,,,,,,,8,1,9,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,1
20,21,1,,1,40,140000,1,6671,1021,26,2,6,01,5,2,4,1,1,1,17,01,1,1,2,2,2,2,2,2,144000,2000,0,0,0
20,12,1,,1,30,30000,1,8891,8335,63,1,1,02,1,2,5,2,1,2,30,01,1,1,2,2,2,2,2,,42500,0,0,12500,0
20,16,1,,1,50,35000,1,8870,8140,21,1,8,02,5,1,1,1,1,1,35,01,1,2,1,2,2,2,2,,35000,0,0,0,0
21,19,1,,1,40,60000,1,2870,6520,38,1,9,02,1,1,1,,2,1,30,01,1,1,1,2,2,2,2,,60000,0,0,0,0
20,19,1,,1,50,20000,1,7780,0705,55,1,1,01,3,1,1,,2,1,10,01,1,1,2,2,2,2,2,,20000,0,0,0,0
25,16,1,,1,40,26900,3,7860,4600,29,1,8,07,1,1,1,1,1,1,90,01,1,1,2,2,2,2,2,,26900,0,0,0,0
20,18,1,,1,40,63000,1,6680,1560,54,1,6,01,1,2,4,1,1,1,141,01,1,1,2,2,2,2,2,,63000,0,0,0,0
34,22,1,,1,40,145000,1,8090,1021,36,1,1,01,3,2,5,,2,,,11,1,1,2,2,2,2,2,,145000,0,0,0,0
25,19,1,,1,40,1000,1,7390,1021,25,1,8,02,1,1,1,,2,1,65,01,1,1,2,2,2,2,2,,1000,0,0,0,0
20,24,1,,1,40,65000,2,8191,1650,34,1,6,01,5,2,5,1,1,,20,03,1,1,2,2,2,2,2,,65000,0,0,0,0
20,18,1,,6,,0,,,,69,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,86000,0,0,20000,0
20,22,2,16,1,50,170000,1,3390,1430,28,1,6,01,1,2,5,1,1,2,15,01,1,1,2,2,2,2,2,,170000,0,0,0,0
21,22,1,,1,48,135000,1,0770,0220,36,1,8,02,1,1,1,,2,1,80,01,1,2,1,2,2,2,2,,138400,0,0,0,0
21,21,1,,1,40,100000,4,9570,1360,39,2,1,01,1,2,4,1,1,1,10,01,1,1,2,2,2,2,2,2,100000,0,0,0,0
25,19,2,15,6,,0,,,,20,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
26,18,1,,1,30,1000,1,4971,4720,29,1,9,02,5,1,1,,2,1,15,01,1,2,1,2,2,2,2,,4000,0,0,0,0
22,19,1,,2,40,32000,1,4891,5240,35,1,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,,32000,0,0,0,0
20,16,1,,6,,0,,,,59,2,9,02,1,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
21,16,1,,6,,0,,,,67,2,9,02,1,1,1,1,1,,,,1,1,1,2,2,2,2,,8400,0,0,8400,0
20,21,1,,1,40,82000,1,2280,2920,34,2,6,01,5,1,1,,2,,,11,1,1,2,1,2,2,2,2,82000,0,0,0,0
20,16,1,,1,55,90000,1,2190,0010,42,1,6,01,3,2,4,1,1,1,30,01,1,1,2,2,2,2,2,,90000,0,0,0,0
29,15,1,,1,40,30000,1,5392,5240,62,2,1,02,5,1,1,,2,1,40,01,1,1,2,2,2,2,2,,30000,0,0,0,0
33,16,1,,6,,0,1,5581,4760,49,2,1,02,5,2,5,3,1,,,,2,2,2,2,2,2,2,2,0,0,0,0,0
21,14,1,,6,,0,,,,47,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
20,22,1,,1,30,25000,1,5276,4760,50,1,1,04,5,1,1,1,1,1,10,01,1,2,1,2,2,2,2,,25000,0,0,0,0
20,21,1,,1,45,65000,1,6695,0110,24,2,1,01,5,1,1,,2,1,20,01,1,1,2,2,2,2,2,2,65000,0,0,0,0
20,22,1,,1,40,20000,6,7490,2910,55,1,1,01,1,1,1,,2,,,11,1,1,2,2,2,2,2,,40000,20000,0,0,0
27,12,2,11,,,0,,,,15,2,3,01,5,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
25,11,2,11,,,,,,,14,2,8,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,0
25,14,2,14,6,,0,,,,17,2,1,01,5,1,1,,2,,,,1,1,2,2,2,2,2,2,0,0,0,0,0
21,01,1,,6,,0,,,,60,2,9,02,1,2,4,1,1,,,,1,1,2,2,2,2,2,,0,0,0,0,0
20,16,1,,1,30,0,6,8564,2752,55,1,1,01,5,1,1,,2,,,11,1,2,1,2,2,2,2,,46000,24000,0,0,0
20,16,1,,1,30,0,6,0770,6260,46,1,8,24,5,2,5,4,1,2,30,01,2,2,2,2,2,2,2,,25000,25000,0,0,0
20,21,1,,6,,0,2,9180,0630,68,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,62600,0,0,0,0
21,21,1,,1,40,43000,1,3960,1555,38,2,6,01,1,2,4,2,1,1,35,01,1,1,2,2,2,2,2,2,43000,0,0,0,0
38,21,1,,6,,0,,,,89,2,1,01,2,1,1,,2,,,,1,2,1,1,1,2,1,,0,0,0,0,1
25,,,,,,,,,,2,1,9,02,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
33,19,3,15,3,,0,1,4971,9620,19,1,1,01,5,1,1,,2,,,,1,1,2,1,2,2,2,,0,0,0,0,0
21,16,1,,1,8,3000,1,8680,4110,64,2,1,01,1,1,1,,2,1,40,01,1,1,2,2,2,2,2,,15000,0,0,12000,0
25,13,2,13,6,,0,,,,16,1,9,02,5,1,1,1,1,,,,1,1,2,2,2,2,2,,0,0,0,0,1
30,07,2,07,,,,,,,11,2,8,02,5,1,1,,2,,,,1,2,1,2,2,2,2,,,,,,0
20,21,1,,1,40,93000,1,7290,0800,35,2,1,01,5,1,1,,2,1,15,01,1,1,2,2,2,2,2,2,93000,0,0,0,0
25,14,2,13,3,,0,9,9920,9920,16,2,8,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,2,0,0,0,0,0
20,18,1,,1,40,129000,5,9590,0705,62,1,1,01,1,1,1,,2,1,70,01,1,1,2,2,2,2,2,,133000,0,0,0,0
20,14,1,,6,,0,5,6370,5550,64,1,8,02,1,2,4,2,1,,,,1,1,2,2,2,2,2,,35000,0,0,30000,0
21,16,1,,6,,0,1,8090,3647,63,2,1,01,1,1,1,,2,,,,1,1,2,2,2,2,2,,46800,0,0,15500,0
38,16,1,,6,,0,,,,36,1,2,01,5,1,1,,2,,,,1,1,1,1,2,2,2,,1210,0,0,790,1
25,16,1,,1,16,9600,1,8680,4055,18,2,3,01,5,1,1,,2,1,5,01,2,2,2,2,2,2,2,2,11600,0,0,0,0
20,16,1,,2,40,0,6,6190,9142,51,1,1,01,1,2,4,2,1,,,,1,1,2,2,2,2,2,,16000,12600,0,0,0
33,09,2,09,,,,,,,12,2,3,02,5,1,1,2,1,,,,1,1,2,2,2,2,2,,,,,,0
25,05,3,05,,,,,,,8,2,1,01,5,1,1,,2,,,,1,1,1,2,2,2,2,,,,,,0
33,01,1,,1,40,25000,1,4670,7200,36,1,8,02,5,1,1,1,1,1,141,01,1,1,2,2,2,2,2,,25000,0,0,0,0
20,21,1,,6,,0,,,,76,1,1,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,66700,0,0,36300,0
20,21,1,,1,36,150000,1,8191,3255,46,2,8,02,5,1,1,1,1,1,30,01,1,1,2,2,2,2,2,2,150000,0,0,0,0
21,23,1,,1,30,684000,7,7970,3090,75,1,1,01,1,1,1,,2,1,25,01,1,1,1,2,2,2,2,,923200,0,0,44200,0
25,10,2,10,,,,,,,13,1,1,01,5,1,1,,2,,,,1,1,2,1,2,2,2,,,,,,0
20,17,1,,6,,0,,,,74,2,8,23,2,2,4,1,1,,,,1,2,1,2,2,2,2,,32750,0,0,28800,0
20,19,1,,1,40,60000,2,9070,8310,56,1,8,02,1,2,4,1,1,,60,03,1,1,2,2,2,2,2,,60000,0,0,0,0
30,08,2,08,,,,,,,12,2,9,24,5,1,1,,2,,,,2,2,2,2,2,2,2,,,,,,0
20,01,1,,6,,0,,,,79,1,1,02,1,2,5,4,1,,,,1,2,1,1,1,1,1,,5800,0,5800,0,1
33,06,1,,6,,0,,,,60,2,8,07,1,2,5,4,1,,,,1,2,1,2,2,2,2,,0,0,0,0,0
21,16,1,,6,,0,,,,89,2,1,01,1,1,1,,2,,,,1,1,1,1,2,2,1,,7900,0,0,7900,0
25,01,1,,,,,,,,4,2,1,01,5,1,1,,,,,,1,1,2,2,2,2,,,,,,,0
25,01,2,01,,,,,,,4,1,6,01,5,1,1,,,,,,1,2,1,2,2,2,,,,,,,0
38,12,1,,1,35,25000,1,8680,4020,26,1,8,02,5,1,1,1,1,,10,09,1,2,1,2,2,2,2,,25000,0,0,0,0
21,16,1,,6,,0,,,,81,1,1,01,1,2,4,,2,,,,1,2,1,1,2,2,2,,36100,0,0,24000,0
21,20,1,,6,,0,,,,71,2,6,01,1,1,1,,2,,,,1,1,1,2,2,2,2,,68000,0,0,20000,0
20,19,1,,1,36,40000,1,5071,4700,39,1,6,01,5,2,4,1,1,1,20,01,1,1,2,2,2,2,2,,40000,0,0,0,0
25,06,2,05,,,,,,,9,2,1,04,5,1,1,1,1,,,,1,1,2,2,2,2,2,,,,,,0
25,05,2,04,,,,,,,8,1,1,02,5,1,1,1,1,,,,1,2,1,2,2,2,2,,,,,,1
25,16,1,,6,,0,,,,41,1,3,02,5,1,1,,2,,,,1,1,2,2,2,2,2,,0,0,0,0,0
38,20,1,,6,,0,1,6290,9150,61,1,9,01,5,1,1,,2,,,,1,2,1,1,1,2,2,,0,0,0,0,1
